web-scraper-order,web-scraper-start-url,title_raw,address_raw,price_raw,description_raw
"1678953544-857","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=12&query=velos","VW Heckenveloträger","Graubünden, 7411, 06.03.2023","80.-","Träger für 2 Velos Guter Zustand"
"1678953544-858","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=12&query=velos","Trail-Gator","Basel-Stadt, 4054, 06.03.2023","50.-","Trail-Gator Followme Velos Verbindungsstange. Als Verbindung von Erwachsenen und Kindervelo."
"1678953544-859","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=12&query=velos","Vintage Rennvelo Cilo 54cm komplett restauriert","Zürich, 8037, 06.03.2023","1'290.-","Als ehemaliger Velomechaniker restauriere ich nebenbei alte Stahlrennvelos zu wunderschönen alltagstauglichen Vintage Stadtflitzern.
Alle Velos sind komplett restauriert, gereinigt, alle Lager gefettet und eingestellt mit diversen neuen Komponenten:

Cilo Rennvelo (ch) dunkelviolet
Gr. 54cm
Schaltung 1x8 Shimano Claris (vom Lenker geschaltet)
Für Körpergrösse 1.65m - 1.75m

-Pneus neu Michelin Dynamic 25-622
-Schläuche neu
-Kette 8-Gang Shimano neu
-Kassette 8-Gang Shimano neu
-Wechsel Shimano Claris neu
-Schalthebel Shimano Claris neu
-Kurbel 1-Gang silber neu
-Neues Tretlager
-Bremsklötze Shimano v&h neu
-Sattel BLB Urban weis neu
-Griffe Response weiss neu
- Pedalen Flat Indian Summer weiss neu
-Bremshebel Shimano silber neu
-Lenker Ergotec flat neu silber
-Glocke Knog silber neu
-Alle Kabel und Hüllen neu weiss
-Kabelanschlag Rahmen silber neu
-Schnellspanner geschraubt neu
-Front Korb silber neu
-Kleinmaterial/Reinigungs-und Schmiermittel
Alle Lager gefettet und eingestellt/
Räder zentriert/ alles gereinigt und neu eingestellt.

Specials:
Schweizer Stahlrahmen
Dura Ace Steuerlager
SR Royal Vintage Vorbau
Shimano 600 Bremszangen
Keine Kratzer, Rahmen wie neu!

Die alten Stahlrahmen können kleine Dellen oder Farbabplatzer haben. (gemäss Bilder)
Gerne darfst du unverbindlich auf eine Probefahrt vorbei kommen.
Natürlich dürfen auch Spezialwünsche (zB. Korb etc.) angebracht werden."
"1678953544-860","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=12&query=velos","Neu Pedal Wellgo City-Touring","Solothurn, 4600, 06.03.2023","18.-","Pedal - Pedale

Beschreibung
Dieses solide und formschöne Pedal ist eine Augenweide. Der Alu-Körper und der Käfig, auf dem die Füsse ruhen, sind aus einem Guss. Gegen das Ausrutschen sind beidseitig 5 mm hohe Gummiprofile eingelassen. Die Pedalreflektoren sind in den Alu-Käfig eingelassen und können so beim Umfallen des Velos nicht beschädigt werden. Die Pedalachse ist kugelgelagert, nachstellbar und beidseitig gedichtet. Ein ideales Pedal für Alltags- und Tourenvelos. Reflektoren: integriert in den Alu-Körper. Pedalachse Ø 9/16"". Pedalfläche: rechteckig, (B/L) 70 x 95 mm. (455 g/ TW).

Artikel-Nr. 2594
Sofort lieferbar"
"1678953544-861","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=12&query=velos","Vintage Rennvelo Atala 58cm komplett restauriert","Zürich, 8037, 06.03.2023","990.-","Als ehemaliger Velomechaniker restauriere ich nebenbei alte Stahlrennvelos zu wunderschönen alltagstauglichen Vintage Stadtflitzern.
Alle Velos sind komplett restauriert, gereinigt, alle Lager gefettet und eingestellt mit diversen neuen Komponenten:

Atala Rennvelo (ita) grau/blau
Gr. 58cm
Schaltung 2x8 Campagnolo (vom Rahmen geschaltet)
Für Körpergrösse 1.75m - 1.85m

-Wunderschöner Mavic Cosmic Radsatz Secondhand
-Pneus neu Michelin Dynamic 23-622
-Schläuche neu
-Kette 8-Gang Shimano neu
-Kassette 8-Gang Shimano neu
-Bremsklötze Shimano v&h neu
-Sattel BLB Urban weiss neu
-Griffe Response weiss neu
- Pedalen Flat MKS weiss neu
-Bremshebel Shimano silber neu
-Lenker Ergotec flat neu silber
-Glocke Knog silber neu
-Alle Kabel und Hüllen neu weiss
-Kabelanschlag Rahmen silber neu
-Schnellspanner geschraubt neu
-Kleinmaterial/Reinigungs-und Schmiermittel
Alle Lager gefettet und eingestellt/
Räder zentriert/ alles gereinigt und neu eingestellt.

Specials:
Italienischer Stahlrahmen
Mavic Comsic Radsatz
Campagnolo Antrieb

Achtung: Der Rahmen wurde an zwei/drei Stellen vom Vorgänger mit Farbe ausgebessert!

Die alten Stahlrahmen können kleine Dellen oder Farbabplatzer haben. (gemäss Bilder)
Gerne darfst du unverbindlich auf eine Probefahrt vorbei kommen.
Natürlich dürfen auch Spezialwünsche (zB. Korb etc.) angebracht werden."
"1678953544-862","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=12&query=velos","Cilo Country Bike ab Service Damen Velo 48cm Bahnhof Dorf","Luzern, 6182, 06.03.2023","250.-","Occasion Country Bike Fahrrad ab Service vom Fachmann

Rahmenhöhe L 48cm / 19""
21Gang Shimano Altus

26"" Räder

Bremsen und Schaltung sowie Reifen in Top Zustand, Diverse Teile neu ersetzt!

Kettenkit in gutem Zustand

immer 50 Occasion Velos am Lager

Keine Preisverhandlungen möglich!

Info Tel 078 770 24 89

Hauslieferung gegen Aufpreis nach Absprache möglich!"
"1678953544-863","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=12&query=velos","Charmante und helle 3.5 Zimmer-Wohnung in St. Margrethen","St. Gallen, 9430, 06.03.2023, auf homegate.ch","1'120.- pro Monat","Diese wunderschöne 3.5-Zimmer-Wohnung an einem erstklassigen Standort in St. Margrethen wird Ihr Herz höher schlagen lassen! Sie ist ideal für eine Einzelperson oder ein Paar, die das pulsierende Leben in der Stadt geniessen möchten. In unmittelbarer Nähe finden Sie alles, was das Herz begehrt: Einkaufsmöglichkeiten, öffentliche Verkehrsmittel und sogar ein schneller Anschluss an die Autobahn, um jederzeit mobil zu bleiben. Der intelligente Grundriss der Wohnung ist einfach beeindruckend und die beiden Balkone bieten Ihnen die Möglichkeit, die Sonne von morgens bis abends zu geniessen. Sie werden sich in diese Wohnung verlieben, sobald Sie sie betreten haben!


Kommen Sie vorbei und lassen Sie sich begeistern!


Dieses properti-Angebot zeichnet sich durch folgende Vorteile aus:
 

· 2 Balkone für Morgen und Abendsonne
· Intelligente Raumaufteilung
· Keller
· Waschmaschine und Tumbler im UG
· Garage für 125.00 CHF zumietbar
· Separate Garage für Velos
 

Interessiert? Kontaktieren Sie uns für ein unverbindliches Gespräch!

 

Selbst eine Immobilie zu vermarkten? Wir überzeugen mit fairen und transparenten Konditionen!"
"1678953544-864","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=12&query=velos","Erstbezug 5.5-Zimmerwohnung in Niederuzwil","St. Gallen, 9244, 06.03.2023, auf homegate.ch","1'990.- pro Monat","Idyllisch wohnen, nachhaltig leben

Im Hirzenpark in Niederuzwil entsteht ein aussergewöhnliches Wohnquartier mit grosszügiger Parkanlage. Dabei wird grosser Wert auf Lebensqualität und Nachhaltigkeit gelegt.

Die hochwertigen und vielseitigen Wohneinheiten für Familien, Seniorinnen und Senioren, Singles und Paare schaffen ein lebendiges Quartier. Highlights wie E-Ladestationen für Autos und Velos, ein Outdoorfitnesspark, ein Café im Erdgeschoss und zumietbare Räume für Ateliers, Homeoffice oder Gewerbeideen unterstreichen die Lebensqualität. Der idyllische Park mit heimischen Pflanzen, einem Spielplatz und Gartenpavillon lässt den Hirzenpark erblühen und lädt zum Verweilen ein. Darüber hinaus werden hinsichtlich Nachhaltigkeit viele sinnvolle und vorteilhafte Massnahmen umgesetzt  mehr erfahren Sie hier.

Deine Benefits im Hirzenpark

Benefits sind Zusatzangebote und Vorteile, die den Mieter:innen und Mietern des Hirzenparks zur Verfügung stehen. Sie formen die Identität des Quartiers, stärken die Kultur und tragen zur Lebendigkeit und Vielfältigkeit bei.
 
- Nutz- und Gemüsegarten zum selber Bepflanzen
- Gartenpavillon mit Feuerstelle für gemütliches Zusammensein
- Parkanlage zum Verweilen und Durchatmen
- Schmutzschleuse für dreckige Hunde, Gummistiefel oder Bikes
- Outdoorfitnesspark für den Muskelaufbau
- Eingerichtete Velowerkstatt für Zweiradfans
- Carsharing mit Mobility im Hirzenpark (1. Jahr Auto-Abo geschenkt)
- Kinderspielplatz zum Rumtoben
- Paketstation für leichte und schwere Bestellungen
- Mehrzweckraum für private Feiern, Besprechungen oder Vorträge
- Quartiercafé und -kiosk als Treffpunkt
- Zumietbare Ateliers und Zimmer als Büro oder Hobbyraum
- E-Ladestationen für E-Bikes und Autos
- Interessante Gewerbeflächen für Coiffeure, als Laden oder Praxis
- Auto-Staubsauger Station in der Tiefgarage für Krümel & Co.

Weitere Informationen finden Sie unter:"
"1678953544-865","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=12&query=velos","Fiat Capron Carado A361 Camper Wohnmobil Motor Home","Zürich, 8046, 06.03.2023","49'999.-","Frisch ab MFK und Frisch ab grossem Service inklusive Zahnriemenwechsel erst 14000km!!!

Verkauft wird einen familienfreundlicher Camper für 4 Personen mit sehr wenig Kilometer und guter Ausstattung an! 
Erst 14000km im neuwertigen Zustand. Inklusive Navigation (2015), DVD Player und Rückfahrkamera! 
 Er ist sehr geräumig und hat eine optimale Aufteilung:
- 1 grosses Doppelbett (2,15m x 1,60m) 
- 2 kleine Betten (Kajütenbett je 2,10 x 0,90m)
- Bad mit Spiegel, WC, Lavabo, Dusche
- grosser Kühlschrank mit separatem Gefrierfach 
- 3 Platten Gasherd 
- Standheizung
- Fahrradträger für 4 Velos und eine kleine Garage / Kofferraum (durch hochklappen des unteren Betts ist mehr Stauraum verfügbar, siehe Bilder)
- Fahrerhaus mit Klimaanlage
- Radio / CD / Navi / DVD / Rückfahrkamera mit Aux Anschluss.

Frisch ab MFK (10/21) und Frisch ab Service (10/21) und Frisch ab Gastest (10/21).

Leergewicht: 3025kg
Nutzlast: 470kg
Gesamtgewicht: 3495kg

LxBxH
6.63x 2.3x 3.1

Der Carado ist in einem sehr guten Zustand, dem Alter entsprechend mit minimalen Gebrauchsspuren. Er fährt sich sehr gut. Kein Ölverlust und der Motor läuft wunderbar. Er wurde immer regelmässig gewartet. Alles funktioniert wie es soll. Kein Servicestau. Einlösen, Einsteigen und direkt in die Ferien fahren. Alles funktioniert wie es soll."
"1678953544-866","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=12&query=velos","Thule Veloträger für 3 Velos","Luzern, 6215, 06.03.2023","460.-","Zu Verkaufen Thule Fahradträger 
Top Zustand 
Selten gebraucht 
Model EW G2"
"1678953544-867","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=12&query=velos","Tour de Suisse Velo","Solothurn, 4500, 06.03.2023","350.-","Wegen Nichtgebrauch verkaufen wir unsere Velos. Service wurde gemacht vor 1 Jahr"
"1678953544-868","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=12&query=velos","Cilo Velo","Solothurn, 4500, 06.03.2023","100.-","Wegen Nichtgebrauch verkaufen wir unsere Velos. Service muss sicher gemacht werden, die Schaltung klemmt gelegentlich ansonsten fahrtüchtig."
"1678953544-869","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=12&query=velos","Vintage Velo","Solothurn, 4500, 06.03.2023","100.-","Wegen Nichtgebrauch verkaufen wir unsere Velos. Ein Service muss sicher gemacht werden."
"1678953544-870","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=12&query=velos","Bergamont Mountainbike","Solothurn, 4500, 06.03.2023","500.-","Wegen Nichtgebrauch verkaufen wir unsere Velos. Service muss gemacht werden (Bremse etc.)"
"1678953546-871","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=11&query=velos","Ford Tourneo Custom (Camperausbau)","Bern, 3004, 08.03.2023","18'000.-","Sie haben die Möglichkeit, einen Ford Tourneo Custom 300L Titan mit einem hochwertigen Campingausbau zu erwerben.

Das Fahrzeug hat folgende Highlights:
-	Sitzheizung
-	Tempomat
-	Bluethooth und Navi
-	Mittelarmstütze
-	5 Sitze (Mit dem Ausbau drin nur zwei, aber die erste hintere Sitzreihe mit 3 Sitzen kann mit wenig Aufwand eingebaut werden.
-	MFK (10.11.2021)
-	8 Fach bereift


Campingausbau (Küche und Bett vom Schreinermeister)
-	Ausziehbares Bett, mit 7 Schubladen (darunter) aus Birke Multiplex. Mit Küche darin auf 180cm ausziehbar, ohne auf 2 Meter
-	Einbauküche aus Birke Multiplex als Nachbau der Calibox (inside CD30 ? geniales Konzept) mit einer Küchenplatte aus 4-5 verschiedenen Holzarten
-	Kühlschublade Dometic CD-30 schwarz in der Einbauküche
-	2x Gasherd. Einmal innen zum Kaffeekochen am Morgen, einmal hinten mit zwei Platten zum richtigen Kochen im stehen
-	Kederschine über die gesamte rechte Fahrzeugseite
-	Vorzelt (Westfield Orion / B:300 L: 210+100 H: 180-210) neu gekauft 2022
-	Heckzelt
-	Versorgerbatterie unter dem Beifahrersitz
-	Standheizung von Brano ? macht richtig schnell, richtig warm
-	Dachträger und Dachbox
-	Hochwertiger Veloheckträger finma (ohne Kennzeichen wechseln ? dafür müssen die Velos recht weit hochgehoben werden)
-	Boden aus Birke Multiplex, mit einem Boden aus Venyl in Holzoptik drüber
-	Innenraumbeleuchtung über Versorgerbatterie (4x LED an der Decke)
-	Auffahrkeile, Verdunkelungsmatten vorne und Seite, Vorhänge hinten
-	Der Boden und die Seiten sind isoliert

mehr Fotos auf Anfrage."
"1678953546-872","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=11&query=velos","Klappvelos","Schaffhausen, 8225, 08.03.2023","50.-","Velos haben viel Rost und müssen sicher instand gesetzt werden 

Für Hobby und Liebhaber geeignet"
"1678953546-873","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=11&query=velos","grosszügiges Wohnen - dies könnte Ihr neues Zuhause sein!","Thurgau, 8570, 08.03.2023, auf homegate.ch","2'110.- pro Monat","Diese moderne 4.5-Zimmer-Wohnung bietet mit ihren 125 m2 sehr viel Platz zum Wohnen und geniessen.
Ein einladender Eingangsbereich mit Einbauschrank und Garderobe, eine moderne Küche mit Bartheke und ein grosser Balkon sind nur einige Vorzüge dieser Wohnung.
Ausstattung:
- zwei Nasszellen mit Tageslicht (Dusche/Badewanne)
- eigener Waschturm
- moderne Küche mit Bartheke und sämtlichem Komfort
- schöner und pflegeleichter Plattenbelag
- heller Wohn-/Essbereich mit Zugang zum Balkon
- teils elektrische Lamellenstoren
- Parkett in sämtlichen Zimmer (ca. 17 - 20 m2)
- Tiefgarage für Autos, Motorräder und Velos
Auto-Einstellplätze je CHF 120.00 / Monat
Lassen Sie sich vor Ort von der Wohnung überzeugen.
Haben wir Ihr Interesse geweckt? Wir freuen uns auf Ihren Anruf.
________________________________________________
Ihre KG Immobilien - persönlich, zielorientiert, erfahren"
"1678953546-874","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=11&query=velos","Bella Ciao Rennvelo","Solothurn, 5012, 08.03.2023","799.-","Vintage Stahlrenner Brooks
Zu verkaufen ist ein wenig gebrauchter Stahlrenner von Bella Ciao. Bella Ciao Velos werden in Italien geschweisst, in Deutschland pulverbeschichtet. Top Qualität mit fantastischem Design! Und voll alltagstauglich. 8 Gang Shimano Alfine Nabenschaltung, Brooks Ledersattel, Ledergriffe, japanische Veloglocke.

Rahmengrösse 61cm, 8 Gänge. Sehr guter Zustand, kaum gebraucht. Details gemäss Bilder."
"1678953546-875","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=11&query=velos","AUSVERKAUF AUSVERKAUF","Thurgau, 8572, 08.03.2023","400.-","infolge geschäftsaufgabe gibt es einen posten kinderfahrräder zu kaufen.....dazu div velo neuteile
 wird als gesammtposten abgegeben......
 5 velos 20 "" ""
 4 velos 24 "" ""
 1 velo   18 "" ""   die velos sind verkaufsbereit und funktionsgeprüft....
 bei interesse bitte tel 0763431724......."
"1678953546-876","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=11&query=velos","Freistehendes Einfamilienhaus mit attraktiver","Thurgau, 9542, 08.03.2023, auf homegate.ch","1'120'000.-","Freistehendes Einfamilienhaus mit attraktiver Raumaufteilung
Dieses Einfamilienhaus liegt an einer ruhigen und familienfreundlichen Quartierstrasse ohne Durchgangsverkehr in Münchwilen.

Die Gemeinde bietet durch die Präsenz aller grossen Einzelhändler ein vielfältiges Einkaufsangebot. Alle Schulstufen werden in Münchwilen unterrichtet. In bequemer Gehdistanz befinden sich der Kindergarten sowie die Primarschule. Die älteren Kinder erreichen die Sekundarschule mit dem Velo in 6 Minuten.

Die Bushaltestelle ist rund 4 Minuten zu Fuss entfernt. Der Bus fährt an den S-Bahnhof Eschlikon TG und bietet von hier einen direkten Anschluss zum Hauptbahnhof Winterthur. In die andere Richtung fährt der Bus an den Bahnhof Münchwilen, welcher über direkte Verbindungen nach Wil SG verfügt. Dies ist das perfekte Haus für eine Familie mit Kindern, welche in einer ruhigen Quartierstrasse wohnen, und trotzdem gut an den ÖV angeschlossen sein möchten.

Der Wohn- und Essbereich mit offener Küche ist sehr grosszügig gestaltet. Die vielen Fenster und die direkten Zugänge auf die Terrasse und zum Garten lassen viel Licht herein. Der Schwedenofen rundet diesen Raum zusätzlich optimal ab und bietet gemütliche Stunden vor dem Feuer. Die moderne Küche ist durch die offene Gestaltung mit dem Essplatz beim Erker verbunden und gibt den Blick frei zum Wohnbereich. Die Küche verfügt über einen direkten Ausgang zum Sitzplatz und zum Garten. In diesem Geschoss befindet sich zudem ein Zimmer, das für Gäste oder als Büro genutzt werden kann. Eine Nasszelle mit Dusche und WC sowie ein praktischer Abstellraum runden das Raumangebot im Erdgeschoss ab.

Im Obergeschoss befindet sich das Elternzimmer und zwei Kinderzimmer. Vom Elternzimmer und dem kleineren Kinderzimmer hat man einen direkten Zugang zum sonnigen Balkon. Das Badezimmer ist grosszügig gestaltet und verfügt nebst Dusche, WC und Doppellavabo über eine Whirlpoolbadewanne.

Im ebenerdigen Kellergeschoss befindet sich rechts von der Doppelgarage der Eingangsbereich des Hauses mit Garderobe. Dahinter liegen der Heizungs- und Waschraum und ein separater Keller. Fahrzeuge können im Aussenbereich auf dem separaten Parkplatz oder auf dem Vorplatz der Doppelgarage parkiert werden. Zudem gibt es ein Gerätehaus für Velos. 

Ein Highlight dieser schönen Liegenschaft ist nebst der Lage ohne Durchgangsverkehr und der praktischen Raumaufteilung im Haus, die Spielfläche im Garten rund ums Haus . 

Dieses Haus ist ideal für eine Familie mit Kindern. Wer die Privatsphäre im Quartier schätzt, und Einkäufe sowie Schulbesuche zu Fuss erreichen möchte, findet hier eine hohe Wohn- und Lebensqualität.



Investitionen
Die Liegenschaft wurde laufend unterhalten und zeigt sich in einem neuwertigen, gepflegten Zustand.

Preis
VB CHF 1'120'000.- (Verkaufsrichtpreis)

Kontakt
Weitere Details, ein Video, Grundrisspläne und Fotos zum Download zu dieser Immobilie finden Sie auf unter Immobilienangebote. 

Für Fragen oder für einen Besichtigungstermin stehen wir gerne zu Ihrer Verfügung. Wir freuen uns auf Ihren Kontakt.

Alle Angaben S.E.&O."
"1678953546-877","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=11&query=velos","AUSVERKAUF...!!!","Thurgau, 8572, 08.03.2023","400.-","infolge geschäftsaufgabe gibt es einen posten kinderfahrräder zu kaufen
verschiedene modelle und grössen
5stck 20 "" ""

4stck 24 "" ""

1stck 18 "" ""
die velos sind verkaufsbereit und geprüft....dazu diverse neuteile....
bei interesse bitte tel 0763431724"
"1678953546-878","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=11&query=velos","Velo Rollentrainer","Schwyz, 6422, 08.03.2023","65.-","Zu verkaufen steht ein Rollentrainer für Velos.
NP war 120.-"
"1678953546-879","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=11&query=velos","Haibike AllMtn 1 MTB Fully anthracite/ turqoise","Zürich, 8952, 08.03.2023","4'099.-","Monat Mai ca. Lieferbar, das meist verkaufte Haibike Velo Preis/Leistung top, für jeden Einsteiger.

-Alle Haibike Modelle nur ruhig Nachfragen.

-KTM Velos auch vorhanden

-Bulls Velos auch vorhanden

-Die besten Preise!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!

-2Jahre Garantie

-1. Service Gratis

-Schweizweite Gratis Lieferung

Bei Bikefactory46 076.426.89.54.

Neupreis: 5000CHF Spezialaktion nur bei uns für 4099CHF.

Liebe grüsse ihr Bikefactory Team.





Unser Einstiegsmodell in die Allmountain-Kategorie eröffnet dir einen breiten Einsatzbereich: Mit 160mm Federweg und einem Laufrad-Mix aus 29"" an der Front und 27,5"" am Heck bewegst du dich mit dem AllMtn 1 souverän durch jedes Gelände und erlebst auch bei anspruchsvollen Abfahrten erstklassige ePerformance. Dabei bringt dich der kraftvolle Yamaha PW-ST Motor mit seinem natürlichen Fahrgefühl auf jeden Berg.





Spezifikationen

Rahmen und mehr

Marke: Haibike
Rahmen: Haibike Aluminium, Tapered Head Tube, 29"", 160mm
Rahmenform: MTB Fully
Modellname: AllMtn 1
Gewicht: 22.5
Zul. Gesamtgewicht: 120
Rahmenhöhe: 42, 44, 47, 50
Gabel: RockShox 35 Silver, Luft, 160mm
Dämpfer: SR Suntour Edge LO-R8, Luft
Innenlager: 24_2
Steuersatz: A-Head Tapered
Federweg vorne: 160
Schaltung und Bremsen

Schaltung: Shimano Deore M5100, 11 Gänge, Deore M5100, Triggerschalter
Zahnkranz (hinten): Shimano M5100, 11-51 Zähne
Kette: KMC X11e
Bremsen: Tektro Orion M745, 203mm / 180mm
Bremshebel: Tektro Orion M745, Aluminium
Kurbelarm: Haibike Components The Crank +
Lenker und Sattel

Sattel: Selle Royal Vivo
Sattelstütze: Dropper-Post Remote, Teleskop, 31.6 mm, Aluminium
Lenker: Haibike Components TheBar +++ Gravity, 780 mm
Griffe: Haibike MTB Griffe
Vorbau: Haibike Components TheStem ++, A-Head, Lenkerdurchmesser: 31.8 mm, 7?
Antrieb

Motor: Yamaha PW-ST System, 250W, 25km/h, 70Nm
Ladegerät: Schnellladegerät 4A
Akku: InTube 630Wh
Akku Kapazität: 630
Display: Yamaha Side Switch
Motor-Hersteller: Yamaha
Motor Drehmoment: 70
Räder und Komponenten

Laufradgröße: 29/27.5
Reifen: Continental Trail King, 60-622 / Continental Trail King, 65-584
Felgen: Rodi Tryp 30, geöst, Hohlkammerfelge, Aluminium
Schlauch: Sclaverandventil
Speichen: Sapim Leader, Schwarz
Nabe: Haibike Components TheHub ++, Haibike Components TheHub ++ Steckachse 12x148
Geometrie

Oberrohrlänge (horizontal): 600, 630, 660, 690
Sitzrohrlänge: 420, 440, 470, 500
Sitzrohrwinkel: 73
Steuerrohrlänge: 115, 120, 130, 145
Steuerrohrwinkel: 65
Kettenstrebenlänge: 460
Tretlagerabsenkung: -20
Radstand: 1202, 1232, 1264, 1296
Reach: 406, 434, 461, 487
Stack: 636, 641, 650, 663
Überstandshöhe: 83, 84, 85"
"1678953546-880","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=11&query=velos","Velo-Transport-Schiene für 3 Velos im Auto","Thurgau, 8587, 08.03.2023","50.-","Velo-Transport-Schiene für die Ladefläche im Auto. Bis zu 3 Velos. Muss abgeholt werden. Bezahlung bar oder per Twint."
"1678953546-881","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=11&query=velos","Schöne Wohnung in Ostermundigen","Bern, 3072, 08.03.2023, auf homegate.ch","1'480.- pro Monat","Nachmieter gesucht! Per 01.04.2023
Grosszügige 3.5 Zimmerwohnung (75 m2 )  mit Gartensitzplatz und Balkon zu vermieten. Die Wohnung liegt im Grünen, ein Spielplatz befindet sich unmittelbar in Gehweite. Auch Haustiere fühlen sich sehr wohl und sind in der Wohnung erlaubt. Es ist eine sehr ruhige Wohnung mit angenehmen Nachbaren und Kindern, es herrscht wenig Verkehr auf der Strasse. Parkmöglichkeiten finden sich via Zonenkarte immer genug. Einkaufsmöglichkeiten, Schulen und Kindergärten sind ebenfalls gut erschlossen und lassen sich problemlos zu Fuss erreichen. Die Wohnung eignet sich perfekt für jedermann, sei es für Familien, Singles, Paare oder als WG. Eine eigene Waschküche steht ebenfalls zur Verfügung. Für Velos und Mofas gibt es einen Unterstand. Ein Katzentürchen ist auch vorhanden."
"1678953546-882","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=11&query=velos","2.5 Zi. Ferienwohnung zur Dauermiete, 1000fr monatlich","Graubünden, 7183, 08.03.2023","250.- pro Woche","Die Parterrewohnung hat einen eigenen Eingang, Garagen- und Gartensitzplatz mit wunderschöner Aussicht. In ruhiger Lage, nahe am Ski und Wandergebiet, sehr Familienfreundlich, Haustiere nicht gestattet.
Die Küche verfügt über einen Geschirrspüler und ein Specksteinofen. Das Badezimmer wurde 2022 renoviert.
Die ganze Wohnung ist Möbliert.
Im Schlafzimmer ist ein Doppelbett und ein Kajütenbett und im Wohnzimmer ist noch ein Ausziehbares Bett, somit total 6 Schlafplätze.
Für Freizeitausrüstung wie Velos, Skis ect. besteht genug geschlossene Abstellfläche.
Die Waschküche ist zur Mitbenutzung.

Preis 1000fr. Monatlich ink. Nebenkosten (Wasser & Strom).
Bei Kontaktaufnahme weitere Bilder vorhanden."
"1678953546-883","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=11&query=velos","Hebie Trumpf Mofa/Velo Rahmenschloss antik 60er/70er Jahre","Bern, 3097, 08.03.2023","40.-","Hebie Trumpf Mofa/Velo Fahrradschloss antik. Mit 2 Schlüsseln Nr. 314. Im guten, gebrauchten, funktionierenden Zustand. Passend zur Anlötplatte auf dem letzten Bild. (gehört nicht zum Angebot!)
War an vielen Mofas, Töfflis und Velos aus den 60er-70er Jahren ab Werk verbaut. Sind nicht mehr neu zu bekommen, mit 2 Schlüsseln selten mehr zu finden. Habe mehrere identische Hebie Schlösser, immer mit 2 Schlüsseln. Das abgebildete ist verkauft!
Keine Garantie oder Rücknahme.
Versand plus CHF 7.-"
"1678953546-884","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=11&query=velos","Piaggio Dekompressionshebel, originalverpackt","Aargau, 5210, 08.03.2023","5.-","Termin schriftlich mit mir vereinbaren, erst dann schicke ich die Abholadresse.

Piaggio Dekompressionshebel, passend zu Mehrkantgriffe wie sie vor 1988 verbaut wurden, originalverpackt.

Ciao, Si, Bravo, Boxer, Grillo.

Habe viele Velos, Mofas und Ersatzteile zu verkaufen."
